id,language,language_iso
100,English,en
10000,Español,es
10001,English,en
100010,English,en
100017,Deutsch,de
10002,English,en
100024,English,en
10003,English,en
10003,Pусский,ru
100032,English,en
100033,日本語,ja
10004,English,en
100042,English,en
100046,English,en
10005,English,en
10005,Pусский,ru
100057,English,en
10006,English,en
100061,پښتو,ps
100063,English,en
10007,English,en
10008,English,en
100086,ਪੰਜਾਬੀ,pa
100086,اردو,ur
100088,English,en
100089,English,en
10009,Hrvatski,hr
10009,English,en
10009,"",iu
10010,English,en
10011,English,en
100110,English,en
10012,English,en
100122,Español,es
10013,English,en
10014,English,en
10015,Español,es
10015,English,en
10016,English,en
100167,English,en
10017,English,en
100179,English,en
10018,Deutsch,de
100183,English,en
10019,English,en
100196,English,en
10020,Français,fr
10020,English,en
100205,English,en
10021,English,en
100215,Magyar,hu
10022,English,en
10022,한국어/조선말,ko
100224,English,en
100224,Deutsch,de
10023,English,en
10024,Hrvatski,hr
10024,English,en
100241,English,en
100243,Deutsch,de
100246,English,en
100247,English,en
10025,English,en
100257,English,en
10027,English,en
10027,Deutsch,de
10027,Español,es
100270,Español,es
100271,日本語,ja
100272,English,en
100274,English,en
100275,English,en
10028,English,en
100287,Dansk,da
100288,Italiano,it
10029,English,en
10030,English,en
10032,English,en
10033,English,en
10034,English,en
100341,Český,cs
10035,English,en
100351,English,en
10036,Deutsch,de
10037,English,en
10037,"",tl
10040,English,en
100402,English,en
10041,English,en
100416,English,en
100420,English,en
10044,广州话 / 廣州話,cn
10045,Français,fr
100450,English,en
10046,English,en
10046,Français,fr
10046,Deutsch,de
10046,Español,es
100461,日本語,ja
100468,Italiano,it
10047,English,en
10047,Latin,la
10048,English,en
10048,Deutsch,de
10048,한국어/조선말,ko
10048,Pусский,ru
10048,Español,es
10049,Český,cs
10049,English,en
100490,English,en
100493,English,en
10050,English,en
10051,日本語,ja
10051,English,en
10051,Français,fr
10052,English,en
10052,Español,es
100526,English,en
100528,English,en
100529,English,en
10053,English,en
10054,Español,es
10054,English,en
100540,English,en
100544,English,en
10055,English,en
10055,Deutsch,de
10055,Pусский,ru
10056,English,en
100568,English,en
10057,English,en
100592,Český,cs
100594,suomi,fi
10060,English,en
10061,English,en
10063,English,en
100632,English,en
10064,English,en
10065,English,en
100656,English,en
10066,English,en
10066,Pусский,ru
100661,English,en
100669,English,en
10067,English,en
100671,English,en
10068,English,en
100681,हिन्दी,hi
100683,English,en
10069,English,en
10070,English,en
10071,English,en
10072,English,en
10073,English,en
10074,English,en
100747,English,en
10075,English,en
10075,Polski,pl
10075,Português,pt
10077,English,en
10077,普通话,zh
100770,English,en
100776,English,en
10078,English,en
100784,Pусский,ru
100791,Pусский,ru
100794,Italiano,it
10081,English,en
100812,Italiano,it
100814,English,en
100825,English,en
10083,Pусский,ru
10083,English,en
100830,Français,fr
10085,English,en
10085,Deutsch,de
10086,Français,fr
10086,Italiano,it
10087,English,en
10089,English,en
100894,English,en
100894,Italiano,it
100894,"",yi
100898,Nederlands,nl
10090,English,en
10090,Español,es
100910,English,en
10092,English,en
10092,Deutsch,de
10092,Português,pt
100923,日本語,ja
10093,English,en
10094,English,en
10096,English,en
10096,Français,fr
10096,Português,pt
10097,English,en
100973,svenska,sv
100975,English,en
10098,No Language,xx
101,English,en
101006,Español,es
10102,Italiano,it
10102,Français,fr
101024,广州话 / 廣州話,cn
101029,English,en
10103,한국어/조선말,ko
101030,Deutsch,de
101030,Español,es
101030,English,en
10105,English,en
10105,Deutsch,de
101056,English,en
10107,English,en
10109,普通话,zh
10110,English,en
10110,日本語,ja
10110,普通话,zh
10111,English,en
10112,English,en
101124,普通话,zh
101125,Deutsch,de
101125,English,en
101135,English,en
10115,English,en
10116,English,en
10116,日本語,ja
10116,ภาษาไทย,th
10117,English,en
10117,Français,fr
101173,English,en
101176,English,en
101179,English,en
10118,English,en
101183,Français,fr
101185,English,en
10119,Norsk,no
101190,Polski,pl
10120,English,en
101206,English,en
101217,Türkçe,tr
10122,English,en
101226,English,en
101230,Nederlands,nl
101230,English,en
101231,Italiano,it
10124,English,en
101242,English,en
10125,Hrvatski,hr
10126,English,en
10126,Español,es
101267,English,en
10127,English,en
10128,English,en
101281,English,en
101288,English,en
101289,English,en
10129,Deutsch,de
101293,English,en
101297,English,en
101297,Deutsch,de
101299,English,en
10130,English,en
101307,English,en
101308,English,en
101308,Français,fr
10131,English,en
10132,English,en
101320,English,en
101325,English,en
10133,English,en
101330,English,en
101330,Français,fr
101338,Español,es
10134,English,en
101342,Français,fr
101342,Português,pt
10135,English,en
10135,Português,pt
101352,Français,fr
10136,Český,cs
10136,English,en
10136,Italiano,it
101362,Polski,pl
10137,English,en
101376,English,en
101376,فارسی,fa
101376,svenska,sv
10138,English,en
10138,Pусский,ru
10138,Français,fr
101382,日本語,ja
10139,English,en
10140,English,en
10141,English,en
10142,English,en
101420,English,en
101422,English,en
10144,English,en
10144,Français,fr
101444,English,en
101444,Italiano,it
101449,English,en
10145,English,en
10146,Deutsch,de
10147,English,en
101482,English,en
10149,English,en
10150,English,en
10150,Deutsch,de
101501,English,en
101503,English,en
101503,Français,fr
10151,Français,fr
10151,Deutsch,de
101514,English,en
101519,English,en
10152,English,en
10153,English,en
101538,English,en
10154,English,en
10155,English,en
101553,Italiano,it
101557,English,en
101557,Français,fr
101557,日本語,ja
101557,Italiano,it
10156,Français,fr
10156,Latin,la
10156,English,en
10157,English,en
10158,English,en
10159,Português,pt
10159,English,en
101598,English,en
10160,English,en
101609,English,en
10161,English,en
10162,English,en
10162,Gaeilge,ga
10162,Latin,la
10163,English,en
10164,English,en
10164,Magyar,hu
10165,English,en
101652,English,en
101652,Italiano,it
101653,English,en
10166,English,en
101660,English,en
101665,日本語,ja
101669,English,en
10167,English,en
10168,English,en
10169,English,en
10170,English,en
10170,Pусский,ru
10170,Español,es
10171,English,en
10171,Deutsch,de
101715,English,en
10172,English,en
101724,English,en
10173,English,en
101731,English,en
101733,日本語,ja
10174,English,en
10174,Français,fr
101740,日本語,ja
101752,日本語,ja
10176,English,en
101766,한국어/조선말,ko
10177,English,en
101772,English,en
101772,Deutsch,de
101772,Italiano,it
10178,English,en
101783,हिन्दी,hi
10179,English,en
1018,Español,es
1018,English,en
10180,Dansk,da
101801,Český,cs
101806,English,en
10183,English,en
10183,Français,fr
10183,اردو,ur
10183,普通话,zh
101838,suomi,fi
10184,English,en
10185,English,en
10185,Français,fr
101852,English,en
10186,English,en
10186,Français,fr
10187,English,en
10188,English,en
101887,English,en
101887,Pусский,ru
10189,English,en
10190,العربية,ar
10190,English,en
10190,Español,es
10190,Français,fr
101904,Français,fr
101908,普通话,zh
10191,English,en
101915,English,en
101916,English,en
101917,Nederlands,nl
101917,English,en
101917,Français,fr
10192,English,en
101929,日本語,ja
10193,English,en
10193,Español,es
10195,English,en
101956,English,en
10196,English,en
101965,日本語,ja
101968,English,en
10197,English,en
10197,Français,fr
10197,Italiano,it
10198,Français,fr
10198,English,en
10199,English,en
101995,Türkçe,tr
101998,English,en
102,Dansk,da
10200,普通话,zh
10200,English,en
102000,English,en
102000,Français,fr
102001,日本語,ja
10201,Eesti,et
10201,English,en
10201,한국어/조선말,ko
10202,English,en
102032,English,en
102032,Deutsch,de
102038,English,en
10204,Deutsch,de
10204,English,en
10204,Français,fr
10204,हिन्दी,hi
10204,Türkçe,tr
10204,广州话 / 廣州話,cn
102041,English,en
10205,English,en
102051,English,en
102057,English,en
102059,English,en
102059,Deutsch,de
102059,日本語,ja
10206,English,en
10207,English,en
102078,English,en
10208,English,en
102081,English,en
10209,العربية,ar
10209,English,en
10209,Français,fr
102091,English,en
10210,English,en
10212,English,en
10212,Italiano,it
10212,Español,es
10213,English,en
10214,English,en
102144,English,en
102144,Español,es
10215,English,en
102155,English,en
10216,English,en
102161,English,en
102165,English,en
10217,English,en
10217,Español,es
10218,English,en
10219,Deutsch,de
10219,日本語,ja
10219,English,en
102195,English,en
102197,Pусский,ru
10220,Pусский,ru
10220,English,en
10220,עִבְרִית,he
102207,Français,fr
10222,English,en
102222,English,en
102227,日本語,ja
10223,English,en
102234,suomi,fi
102242,English,en
10225,English,en
102256,svenska,sv
10226,Italiano,it
10226,English,en
10226,Français,fr
10227,English,en
10227,Français,fr
10227,Deutsch,de
102272,Deutsch,de
10228,日本語,ja
102286,English,en
102288,English,en
102289,English,en
10229,English,en
102292,עִבְרִית,he
102292,Français,fr
102292,العربية,ar
102295,English,en
1023,Dansk,da
102304,English,en
102305,Español,es
10232,Deutsch,de
102331,Pусский,ru
102331,עִבְרִית,he
102331,"",am
102331,Kiswahili,sw
102337,Bosanski,bs
10234,Deutsch,de
10235,Pусский,ru
10236,English,en
10236,Français,fr
102362,English,en
102362,Français,fr
102362,shqip,sq
102362,Español,es
102363,Pусский,ru
102368,Español,es
10237,English,en
10238,svenska,sv
102382,English,en
10239,Français,fr
1024,English,en
10241,Français,fr
102410,English,en
102419,English,en
10242,English,en
102420,English,en
102428,Español,es
10243,English,en
102431,English,en
10244,Deutsch,de
102444,English,en
10246,English,en
102461,Français,fr
10247,English,en
10248,Deutsch,de
102488,English,en
102489,English,en
102489,Français,fr
102489,Deutsch,de
102489,Español,es
10249,English,en
10251,English,en
10251,Français,fr
102517,English,en
102524,Italiano,it
102526,English,en
102527,suomi,fi
10253,English,en
10253,한국어/조선말,ko
102533,Français,fr
102533,English,en
10254,ภาษาไทย,th
10257,普通话,zh
10258,English,en
102597,English,en
10260,Français,fr
10261,English,en
102622,English,en
102629,English,en
102629,Español,es
10263,English,en
102630,English,en
102632,हिन्दी,hi
102639,English,en
10264,English,en
102640,English,en
10265,English,en
10265,日本語,ja
10265,한국어/조선말,ko
102651,English,en
102668,English,en
10268,Français,fr
10269,English,en
102691,Deutsch,de
102691,Pусский,ru
102699,English,en
10270,Deutsch,de
102707,Español,es
10271,Français,fr
10272,English,en
10274,English,en
10274,Italiano,it
10275,广州话 / 廣州話,cn
10275,普通话,zh
10276,English,en
10278,English,en
102780,English,en
102784,Português,pt
10279,English,en
10279,Italiano,it
10280,English,en
10281,English,en
102812,English,en
102814,English,en
10283,English,en
102831,Français,fr
102831,English,en
102841,English,en
10285,English,en
102851,فارسی,fa
102855,English,en
102858,English,en
102858,Polski,pl
102858,Pусский,ru
102860,Português,pt
102870,ελληνικά,el
102871,Italiano,it
102873,English,en
102873,Pусский,ru
102873,Español,es
102873,"",tn
102878,English,en
10288,English,en
102899,English,en
102901,Español,es
102909,Español,es
102913,Norsk,no
10292,English,en
10293,Français,fr
102931,English,en
102931,Deutsch,de
102933,English,en
102935,English,en
102938,English,en
10294,English,en
102947,English,en
102949,Italiano,it
102959,Italiano,it
10296,English,en
102961,English,en
10297,English,en
10299,English,en
103,English,en
103,Español,es
103012,English,en
103012,हिन्दी,hi
103012,isiZulu,zu
103014,English,en
10303,العربية,ar
10303,English,en
10304,English,en
103048,हिन्दी,hi
10305,Français,fr
10306,English,en
103066,日本語,ja
103067,Italiano,it
10307,English,en
10307,Italiano,it
10307,Português,pt
103073,"",mr
103073,हिन्दी,hi
10308,Deutsch,de
103081,English,en
10309,العربية,ar
10309,Deutsch,de
10310,Deutsch,de
10311,Deutsch,de
103119,Español,es
103119,English,en
10312,English,en
103122,Italiano,it
10313,English,en
10314,English,en
10315,English,en
10316,English,en
103161,English,en
103162,English,en
103164,English,en
103168,English,en
10317,English,en
103173,English,en
10319,Deutsch,de
103194,English,en
103194,Deutsch,de
103195,Český,cs
103195,English,en
103195,Deutsch,de
103198,English,en
103199,Español,es
10320,English,en
103201,English,en
103203,Français,fr
103203,Wolof,wo
103205,English,en
103210,English,en
103212,हिन्दी,hi
103215,English,en
103215,Nederlands,nl
103216,Italiano,it
103218,Italiano,it
10322,English,en
10323,English,en
103236,हिन्दी,hi
10324,English,en
103243,हिन्दी,hi
10326,English,en
103260,English,en
103269,English,en
10327,English,en
10328,English,en
10329,English,en
10329,Français,fr
103299,English,en
10330,普通话,zh
10330,English,en
103301,Pусский,ru
103307,Pусский,ru
10331,English,en
103328,Français,fr
10333,English,en
103332,English,en
103332,Français,fr
103344,Français,fr
10336,English,en
10337,English,en
103370,English,en
10338,English,en
10338,Français,fr
10338,Deutsch,de
10338,Italiano,it
10338,日本語,ja
10339,English,en
103396,Deutsch,de
10340,English,en
10341,English,en
10341,Français,fr
10341,Deutsch,de
10341,Italiano,it
10341,日本語,ja
103413,English,en
10342,English,en
10342,Polski,pl
103425,English,en
103432,English,en
103433,English,en
10344,English,en
10344,Polski,pl
10345,English,en
10347,English,en
10347,Français,fr
10347,Deutsch,de
10347,Pусский,ru
103475,English,en
10348,日本語,ja
10348,广州话 / 廣州話,cn
10348,English,en
103488,English,en
10349,English,en
10350,English,en
103502,Français,fr
10351,English,en
103516,English,en
103528,English,en
10353,Français,fr
103539,қазақ,kk
10354,English,en
10355,한국어/조선말,ko
10356,English,en
10356,Polski,pl
10356,Pусский,ru
10357,Deutsch,de
10357,Español,es
10357,English,en
103578,English,en
10358,English,en
103590,ქართული,ka
103597,English,en
103597,Français,fr
103597,Español,es
10360,English,en
103601,English,en
10361,Italiano,it
10361,English,en
103612,English,en
103613,Italiano,it
103613,Français,fr
103613,Deutsch,de
10362,English,en
103620,English,en
10363,English,en
10363,Français,fr
10363,Italiano,it
103635,English,en
10364,English,en
10364,Français,fr
10364,Italiano,it
103640,हिन्दी,hi
103648,English,en
10366,English,en
103663,Dansk,da
103663,Polski,pl
103663,English,en
103667,English,en
103668,English,en
103675,English,en
103678,Italiano,it
10368,English,en
10368,Italiano,it
10368,Pусский,ru
103686,Deutsch,de
103688,English,en
103689,Español,es
10370,Français,fr
10370,Deutsch,de
103701,Português,pt
103707,English,en
10371,English,en
103711,English,en
103713,English,en
103717,Français,fr
10372,English,en
10373,English,en
103731,English,en
103732,English,en
103740,Română,ro
103742,Pусский,ru
103745,suomi,fi
103747,English,en
10375,English,en
103750,한국어/조선말,ko
103753,English,en
103753,Français,fr
103753,한국어/조선말,ko
103758,Italiano,it
10376,English,en
10376,Français,fr
10377,English,en
10378,English,en
103785,Türkçe,tr
10379,English,en
103793,Nederlands,nl
10380,English,en
10381,English,en
10383,English,en
10383,Français,fr
10384,English,en
10385,Pусский,ru
103850,English,en
10386,English,en
10387,普通话,zh
103875,普通话,zh
10388,English,en
10388,Français,fr
10389,English,en
10389,普通话,zh
10389,Pусский,ru
10389,ภาษาไทย,th
1039,Deutsch,de
10390,English,en
103902,English,en
10391,English,en
10393,English,en
103934,English,en
103938,English,en
103938,Español,es
10394,English,en
103941,Español,es
103947,Português,pt
10395,English,en
103953,日本語,ja
10396,English,en
10396,Español,es
103960,English,en
10397,English,en
103970,English,en
103972,Dansk,da
10398,English,en
10399,English,en
104,Deutsch,de
104,English,en
104,日本語,ja
1040,Italiano,it
1040,Latin,la
1040,Français,fr
10400,English,en
10401,Français,fr
10401,ελληνικά,el
10401,Italiano,it
10402,English,en
10403,English,en
10404,普通话,zh
104041,English,en
104043,English,en
10406,English,en
10406,Français,fr
10407,English,en
10408,Nederlands,nl
10408,Pусский,ru
10408,English,en
104081,Español,es
104083,English,en
104086,Français,fr
10409,Español,es
10409,English,en
10410,English,en
10410,Italiano,it
10410,Latin,la
104103,Français,fr
104106,Español,es
104106,English,en
10411,English,en
10412,Português,pt
10412,Deutsch,de
10412,English,en
10412,日本語,ja
10412,Tiếng Việt,vi
10413,English,en
10414,English,en
104150,English,en
104155,English,en
10416,English,en
104171,普通话,zh
104176,한국어/조선말,ko
104185,English,en
10419,English,en
104193,日本語,ja
104194,普通话,zh
10420,Hrvatski,hr
10420,Deutsch,de
104211,English,en
104221,English,en
10423,广州话 / 廣州話,cn
10423,English,en
104237,普通话,zh
104239,Français,fr
10424,English,en
104241,日本語,ja
104242,Français,fr
104244,Italiano,it
10425,English,en
104250,English,en
104251,日本語,ja
104259,广州话 / 廣州話,cn
104259,Bahasa melayu,ms
10426,English,en
10426,Français,fr
10426,Português,pt
10427,English,en
104274,English,en
104274,Français,fr
104274,Italiano,it
104275,Český,cs
104277,日本語,ja
10428,English,en
10428,Italiano,it
10428,日本語,ja
10428,Pусский,ru
104285,Español,es
10429,English,en
10429,Deutsch,de
104297,English,en
104301,English,en
104306,Český,cs
104308,Italiano,it
10431,广州话 / 廣州話,cn
10431,English,en
10431,日本語,ja
10431,普通话,zh
104310,한국어/조선말,ko
10432,English,en
104320,Italiano,it
104329,English,en
10433,English,en
104334,Italiano,it
104338,Français,fr
10434,English,en
10434,Français,fr
10434,Deutsch,de
104343,日本語,ja
10435,English,en
104354,Français,fr
10436,English,en
10436,Italiano,it
104360,Italiano,it
104364,English,en
10437,English,en
104374,日本語,ja
104376,Pусский,ru
10438,English,en
10439,English,en
104391,English,en
104394,English,en
104396,No Language,xx
104398,No Language,xx
10440,English,en
104413,English,en
10442,Pусский,ru
10442,English,en
104427,English,en
10443,English,en
104430,English,en
104431,Español,es
104435,Español,es
104439,English,en
10445,English,en
104460,No Language,xx
104462,No Language,xx
104465,日本語,ja
104466,No Language,xx
104469,No Language,xx
10447,English,en
104471,No Language,xx
104473,No Language,xx
104476,No Language,xx
104477,No Language,xx
10448,English,en
104480,No Language,xx
104485,English,en
10449,English,en
10449,Français,fr
10449,Tiếng Việt,vi
10450,Italiano,it
10450,English,en
104505,Français,fr
10451,普通话,zh
104515,Magyar,hu
10452,Français,fr
10452,Italiano,it
104522,Pусский,ru
104524,日本語,ja
104528,English,en
104528,Deutsch,de
104548,日本語,ja
104549,日本語,ja
104556,English,en
10458,Deutsch,de
104602,English,en
104606,广州话 / 廣州話,cn
104606,普通话,zh
104607,Español,es
10461,English,en
10462,English,en
104634,Català,ca
104634,Deutsch,de
104634,Español,es
104638,Español,es
10464,English,en
10464,Français,fr
104644,English,en
104659,English,en
10466,English,en
10467,English,en
104674,English,en
10468,English,en
10469,Deutsch,de
104694,No Language,xx
104696,No Language,xx
104697,No Language,xx
10470,Deutsch,de
104700,No Language,xx
104704,No Language,xx
104709,English,en
10471,English,en
104710,ελληνικά,el
104710,English,en
104710,Español,es
104711,Français,fr
104711,Deutsch,de
104711,Español,es
104718,Français,fr
104718,Español,es
104718,English,en
10472,English,en
10472,Français,fr
104720,English,en
10473,English,en
104732,English,en
104739,Français,fr
10474,English,en
104744,日本語,ja
10475,English,en
104755,English,en
10476,English,en
10477,English,en
10477,Deutsch,de
10477,Español,es
104776,English,en
104776,日本語,ja
10478,English,en
10479,العربية,ar
10479,English,en
10480,Español,es
10480,English,en
10481,English,en
104810,Pусский,ru
10482,English,en
10483,English,en
10484,Français,fr
10485,English,en
104852,No Language,xx
104858,한국어/조선말,ko
104859,English,en
104859,Français,fr
10486,English,en
104866,Italiano,it
104871,Italiano,it
10488,English,en
10489,English,en
10489,Magyar,hu
104896,English,en
1049,English,en
10490,English,en
10491,Deutsch,de
10491,English,en
10492,Français,fr
10492,Deutsch,de
104927,Italiano,it
10493,English,en
10493,Italiano,it
104931,Pусский,ru
104931,Français,fr
104931,Deutsch,de
104931,English,en
104931,Italiano,it
104935,Italiano,it
10494,日本語,ja
10495,English,en
104954,Italiano,it
10496,English,en
104965,English,en
104965,ozbek,uz
10497,Français,fr
10497,English,en
104973,English,en
104973,Italiano,it
104974,English,en
10498,English,en
10498,Français,fr
104989,English,en
10499,Deutsch,de
104997,suomi,fi
105,English,en
1050,English,en
1050,普通话,zh
1050,Español,es
10500,Deutsch,de
105001,广州话 / 廣州話,cn
10501,English,en
10502,English,en
10503,English,en
105033,Français,fr
105045,Deutsch,de
105056,Deutsch,de
105056,English,en
105059,English,en
105067,English,en
105067,Français,fr
105073,English,en
105077,English,en
105078,Italiano,it
105079,Italiano,it
105083,Italiano,it
105085,Italiano,it
105087,Italiano,it
10509,Nederlands,nl
105093,Español,es
105098,English,en
1051,English,en
1051,Français,fr
10510,English,en
10511,Gaeilge,ga
10511,English,en
10511,Español,es
105114,English,en
105114,Italiano,it
105121,English,en
10513,English,en
105130,日本語,ja
105133,日本語,ja
105136,日本語,ja
10514,English,en
105145,Italiano,it
105149,Italiano,it
10515,日本語,ja
105153,No Language,xx
105156,English,en
105156,Italiano,it
105157,No Language,xx
105158,No Language,xx
10516,English,en
10516,Français,fr
105168,No Language,xx
10518,English,en
10518,Français,fr
10518,Deutsch,de
10518,Español,es
10518,"",yi
105184,Deutsch,de
1052,English,en
10520,English,en
10521,English,en
105210,日本語,ja
105210,Latin,la
10523,Español,es
10523,English,en
105231,日本語,ja
10524,Français,fr
105246,English,en
10525,English,en
105254,English,en
105254,svenska,sv
10527,English,en
10527,Italiano,it
10527,ภาษาไทย,th
10528,English,en
10528,Français,fr
10529,English,en
105299,English,en
10530,English,en
105304,Français,fr
10531,English,en
105325,English,en
10533,English,en
10534,Dansk,da
10534,English,en
10534,Français,fr
10534,Deutsch,de
105347,Français,fr
105347,Português,pt
105348,Český,cs
10535,English,en
105352,No Language,xx
10536,English,en
10536,Italiano,it
10537,English,en
105371,English,en
10538,English,en
105384,Italiano,it
10539,English,en
105398,Italiano,it
10540,English,en
105404,English,en
105406,English,en
105406,Español,es
10541,Français,fr
105419,Español,es
10542,Deutsch,de
10543,English,en
10544,English,en
105448,Français,fr
105448,Português,pt
10545,Latin,la
10545,English,en
105454,Português,pt
10546,English,en
10546,Deutsch,de
105465,English,en
10547,English,en
105470,日本語,ja
10548,English,en
10549,English,en
10550,English,en
10550,Español,es
105503,English,en
105506,"",ml
105509,Italiano,it
10551,English,en
10552,English,en
105526,English,en
105528,English,en
105529,Italiano,it
10553,English,en
105531,English,en
105536,English,en
105538,English,en
105539,English,en
105548,English,en
105549,Français,fr
10555,English,en
105551,English,en
105561,English,en
105567,English,en
10557,English,en
10557,Pусский,ru
10557,اردو,ur
105572,Français,fr
105576,Français,fr
105583,English,en
105584,Español,es
10559,English,en
10560,English,en
10562,English,en
10562,Italiano,it
10562,Español,es
105627,Český,cs
105627,Slovenčina,sk
10563,English,en
10564,English,en
10565,Deutsch,de
10565,Türkçe,tr
10567,English,en
105672,Italiano,it
105676,English,en
105678,Français,fr
105678,English,en
10568,English,en
105680,普通话,zh
105680,广州话 / 廣州話,cn
105687,Italiano,it
10569,English,en
105693,Italiano,it
10570,Nederlands,nl
105703,普通话,zh
10571,English,en
105711,No Language,xx
10572,English,en
10572,Français,fr
10573,"",tg
105734,svenska,sv
105737,svenska,sv
10574,Deutsch,de
10575,English,en
10575,Italiano,it
105757,English,en
105757,Deutsch,de
105759,English,en
10576,English,en
105760,Polski,pl
105763,Pусский,ru
105763,Français,fr
105763,ქართული,ka
105768,English,en
10577,English,en
105770,Nederlands,nl
105778,English,en
10578,Italiano,it
10578,English,en
105789,English,en
10579,English,en
10579,Français,fr
10579,Română,ro
1058,English,en
10580,עִבְרִית,he
105829,Pусский,ru
105833,Português,pt
105833,English,en
105833,日本語,ja
105833,Español,es
105833,Italiano,it
105833,Français,fr
105843,Français,fr
105848,Italiano,it
10585,English,en
105853,Italiano,it
105859,Italiano,it
10586,English,en
105860,Italiano,it
105864,English,en
105869,English,en
10587,English,en
105875,Afrikaans,af
10588,English,en
105884,Italiano,it
105885,English,en
10589,English,en
105891,"",mi
105891,English,en
1059,日本語,ja
10590,English,en
10590,Tiếng Việt,vi
10590,Français,fr
105902,Deutsch,de
105902,English,en
10591,English,en
105915,Français,fr
10592,English,en
10592,Deutsch,de
10594,English,en
105945,English,en
10596,English,en
105965,Nederlands,nl
105965,English,en
105965,Deutsch,de
105965,svenska,sv
10597,English,en
105972,English,en
105978,English,en
10598,English,en
10598,Pусский,ru
10598,Español,es
105980,English,en
105981,English,en
105983,suomi,fi
105989,English,en
10599,Italiano,it
105991,普通话,zh
106,English,en
106,Español,es
106006,English,en
10601,English,en
106016,English,en
106016,Español,es
106017,English,en
106020,English,en
106021,English,en
10603,English,en
10603,Español,es
10604,English,en
10604,ελληνικά,el
106042,English,en
106049,English,en
10606,English,en
10607,English,en
10607,Español,es
106070,English,en
10608,English,en
10609,English,en
10610,English,en
10611,English,en
106112,English,en
106113,English,en
10612,English,en
106124,Český,cs
106129,English,en
10613,English,en
10613,Français,fr
106131,English,en
106134,English,en
106135,English,en
106136,English,en
106139,Français,fr
106139,Italiano,it
10614,English,en
106143,English,en
10615,English,en
106155,Italiano,it
10616,English,en
10616,Français,fr
10616,日本語,ja
10616,Polski,pl
10617,普通话,zh
10617,Español,es
106176,Español,es
10618,广州话 / 廣州話,cn
10618,English,en
10619,广州话 / 廣州話,cn
10619,English,en
10619,Pусский,ru
106194,svenska,sv
106196,Español,es
106199,Español,es
10620,广州话 / 廣州話,cn
10620,English,en
106219,Deutsch,de
10622,普通话,zh
10622,广州话 / 廣州話,cn
10622,English,en
106222,English,en
106224,Český,cs
106224,Italiano,it
10623,English,en
10623,한국어/조선말,ko
10623,Pусский,ru
106230,English,en
106230,ภาษาไทย,th
10625,Kiswahili,sw
10625,English,en
10625,Deutsch,de
10625,Tiếng Việt,vi
106254,No Language,xx
106259,Pусский,ru
10626,Deutsch,de
106263,English,en
10627,English,en
10628,English,en
106280,English,en
10629,English,en
10630,Deutsch,de
10631,English,en
10632,English,en
106326,English,en
10633,English,en
106337,English,en
10634,English,en
106344,English,en
10635,English,en
106355,English,en
106358,English,en
10636,Deutsch,de
10637,English,en
106373,普通话,zh
10639,Deutsch,de
10640,English,en
106406,Español,es
106406,English,en
10641,English,en
106417,日本語,ja
10642,English,en
10643,日本語,ja
10644,English,en
106446,Polski,pl
106446,Español,es
10645,Deutsch,de
10646,English,en
10647,English,en
10648,English,en
10648,Español,es
106482,English,en
10649,English,en
106495,English,en
10650,English,en
10651,English,en
106513,English,en
106515,English,en
10652,English,en
10653,English,en
106538,Français,fr
10654,English,en
106541,Français,fr
106546,Polski,pl
106546,Pусский,ru
10655,English,en
10656,Français,fr
10657,English,en
106573,English,en
106573,Français,fr
10658,English,en
10658,Português,pt
10659,Deutsch,de
106599,English,en
10660,English,en
106605,English,en
10661,English,en
10661,עִבְרִית,he
106622,Italiano,it
106623,Italiano,it
106629,Nederlands,nl
10663,English,en
106635,English,en
10664,Español,es
106646,Français,fr
106646,English,en
10665,English,en
106669,svenska,sv
106679,English,en
10668,English,en
106682,English,en
106685,Français,fr
106685,Polski,pl
10669,English,en
10670,English,en
10671,Italiano,it
10671,English,en
106717,English,en
106729,English,en
10673,English,en
10674,English,en
10674,普通话,zh
106742,suomi,fi
106747,English,en
106747,Español,es
10675,English,en
10675,Français,fr
10676,English,en
10677,English,en
10677,Español,es
10678,English,en
10678,Français,fr
10679,English,en
10679,Deutsch,de
10680,English,en
106807,No Language,xx
10681,English,en
106824,English,en
106825,English,en
106826,English,en
10683,English,en
10683,Pусский,ru
106833,English,en
106837,English,en
10684,English,en
106845,English,en
106849,English,en
10685,Tiếng Việt,vi
10685,English,en
106851,English,en
10686,日本語,ja
10687,English,en
106876,English,en
10688,English,en
106882,English,en
106887,Español,es
10690,English,en
10691,Español,es
10691,English,en
10692,English,en
106922,Français,fr
106922,Italiano,it
10693,English,en
106938,English,en
106938,Français,fr
10694,English,en
106944,Italiano,it
10696,English,en
106968,Deutsch,de
10697,Français,fr
106970,Italiano,it
10699,English,en
107,English,en
107,Pусский,ru
107019,English,en
107028,Español,es
107028,English,en
10703,广州话 / 廣州話,cn
10703,한국어/조선말,ko
10703,普通话,zh
107034,Italiano,it
107035,Italiano,it
107039,العربية,ar
107039,Français,fr
10704,English,en
10705,English,en
10705,Français,fr
107052,Italiano,it
107056,Polski,pl
10706,English,en
10706,Español,es
107068,Italiano,it
10707,English,en
10707,Français,fr
107073,Español,es
10708,English,en
107081,Italiano,it
107096,English,en
107096,Deutsch,de
10710,English,en
107100,English,en
10711,English,en
10711,Français,fr
10712,English,en
10714,English,en
10714,Slovenčina,sk
