id,release_date,budget,revenue,profit,avg_rating,total_ratings,std_dev,last_rated
121197,1949-12-29,,,,,,,
12122,1995-04-28,,,,,,,
12123,1996-08-02,5.0E7,6.0209334E7,1.0209334E7,,,,
121230,1946-05-05,,,,,,,
121232,2008-12-03,,,,,,,
121234,1959-08-19,,,,,,,
121250,1958-11-16,,,,,,,
12128,2004-11-03,4410000.0,,,,,,
1213,1999-12-25,,1.28798265E8,,4.202290076335878,131,0.8315384859824555,2016-10-07
12130,2006-12-02,,,,,,,
121329,1967-05-18,,,,,,,
12135,2008-03-26,,,,,,,
121357,1947-08-27,,,,,,,
12138,2001-02-23,,1.8720175E7,,,,,
12139,1993-06-23,,1.17270765E8,,,,,
12140,2004-03-06,,9789651.0,,,,,
12142,2005-01-28,2.0E7,1.0442808E7,-9557192.0,,,,
12144,1988-11-18,1.23E7,8.4460846E7,7.2160846E7,,,,
121462,1961-08-26,,,,,,,
121464,1961-10-12,,,,,,,
12149,2001-11-17,1.1E7,1.3110448E7,2110448.0,,,,
121491,2012-07-05,,,,4.5,1,,2015-09-17
121498,2012-03-09,,,,,,,
121530,1977-02-26,,,,,,,
121539,2006-09-13,,,,,,,
12154,1987-11-27,,,,,,,
12155,2010-03-03,2.0E8,1.02549111E9,8.2549111E8,,,,
121555,2006-05-30,,,,,,,
121573,2013-03-14,,,,,,,
12158,1995-10-26,,1.98E7,,,,,
12159,1998-10-02,8.5E7,7.1485043E7,-1.3514957E7,,,,
12160,1994-06-24,6.3E7,2.5052E7,-3.7948E7,,,,
121602,2012-09-27,,,,,,,
121606,2012-04-20,,,,,,,
12163,2008-09-07,6000000.0,4.4703995E7,3.8703995E7,,,,
121642,2012-09-13,1.3E7,18295.0,-1.2981705E7,,,,
121652,2000-01-05,,,,,,,
12167,2006-11-03,,,,,,,
121691,2012-09-21,,,,,,,
121695,1940-11-08,,,,,,,
121707,1950-01-28,,,,,,,
121725,2011-11-19,,,,,,,
121740,2003-10-10,,,,,,,
121749,1986-06-06,,,,,,,
121754,2003-12-19,,,,,,,
121789,2012-08-30,,,,,,,
12183,2005-08-03,,,,,,,
121831,2012-09-12,,,,,,,
121835,2012-08-02,,,,,,,
12184,2008-02-28,3.5E7,,,,,,
121872,2012-09-07,,1005700.0,,,,,
121875,2012-09-26,,1.1879046E7,,,,,
121888,1989-01-01,,,,,,,
121895,1990-09-05,,,,,,,
12192,2008-04-11,8000000.0,,,,,,
121927,1976-05-01,,,,,,,
121929,2012-01-28,,,,,,,
12193,2008-11-26,8.0E7,1.63733697E8,8.3733697E7,,,,
121942,1966-11-18,,,,,,,
121945,1998-01-01,,,,,,,
121959,1957-09-10,,,,,,,
121975,1947-02-28,,,,,,,
121983,2012-09-09,,,,,,,
121998,2012-09-01,2100000.0,,,,,,
122019,1960-05-09,,,,,,,
122023,2005-03-13,,,,,,,
122036,1904-01-01,,,,,,,
122044,2012-08-08,2000000.0,,,,,,
122047,1930-04-05,,,,,,,
12206,1933-04-21,,,,,,,
12207,1994-02-03,,,,,,,
12208,1967-04-13,,4.1744718E7,,,,,
122080,2012-12-24,,306.0,,,,,
122081,2013-01-24,5000000.0,3.1724284E7,2.6724284E7,,,,
122088,2012-07-01,,1775316.0,,,,,
12211,2000-09-01,2.5E7,1.5843608E7,-9156392.0,,,,
122134,1895-12-27,,,,,,,
122160,1969-01-15,,,,,,,
12219,1997-08-17,,,,,,,
12222,2008-03-03,8.5E7,2.97138014E8,2.12138014E8,,,,
122229,1971-09-21,,,,,,,
12223,1975-02-12,,,,,,,
12224,2002-05-12,,,,,,,
12225,2006-09-10,,2294291.0,,,,,
122252,1955-08-01,,,,,,,
12227,1991-01-18,1.4E7,3.479316E7,2.079316E7,,,,
122270,1970-10-26,,,,,,,
12228,2005-02-11,2000000.0,653621.0,-1346379.0,,,,
122291,1973-10-29,,,,,,,
122326,2012-07-24,150.0,,,,,,
122331,1927-08-21,,,,,,,
122341,2006-01-01,,,,,,,
122348,2008-11-21,,,,,,,
122368,1995-02-05,,,,,,,
122372,2011-08-01,,,,,,,
122408,1998-12-08,,,,,,,
12242,2004-11-03,,,,,,,
122435,1933-08-30,,,,,,,
12244,2009-08-19,3.0E7,4.8428063E7,1.8428063E7,,,,
12245,2008-01-18,,,,,,,
12246,2007-09-20,,2.652751E7,,,,,
122466,2011-12-21,50000.0,,,,,,
122487,1977-07-31,,,,,,,
122492,2012-05-04,,,,,,,
122525,1935-12-23,,,,,,,
12255,2000-01-01,,,,,,,
12257,1998-11-25,1.5E7,1.0443316E7,-4556684.0,,,,
12259,1975-08-15,,,,,,,
12266,1981-12-23,,,,,,,
122671,1968-03-18,,,,,,,
122698,1963-10-17,,,,,,,
122709,1933-04-28,,,,,,,
12276,1999-10-16,,,,,,,
12278,1986-10-24,,,,,,,
122787,1967-03-10,,,,,,,
122794,2008-04-24,,,,,,,
122796,2012-09-12,,,,,,,
12281,2004-01-15,500000.0,603943.0,103943.0,,,,
122857,2012-10-04,1.15E7,1402307.0,-1.0097693E7,,,,
122884,1938-02-11,,,,,,,
12289,2008-07-10,8.0341E7,1.27814609E8,4.7473609E7,,,,
122906,2013-08-16,1.2E7,8.7100449E7,7.5100449E7,,,,
122924,2012-08-21,6000000.0,,,3.0,3,0.5,2016-09-19
123005,2012-03-28,,,,,,,
123047,1985-09-10,,,,,,,
123049,1985-10-23,,,,,,,
12308,2001-02-01,,,,,,,
123103,2012-09-12,2000000.0,58510.0,-1941490.0,,,,
123105,2012-09-13,,30668.0,,,,,
123109,2013-03-09,2900000.0,74918.0,-2825082.0,,,,
12311,1935-11-08,1950000.0,4460000.0,2510000.0,,,,
12312,2001-12-21,3.8E7,,,,,,
12314,2008-06-20,,,,,,,
123235,2012-07-16,,,,,,,
123279,2011-09-20,,,,,,,
123295,1946-01-26,,,,,,,
123334,2006-08-03,,,,,,,
123337,2012-07-27,,,,,,,
12335,1971-10-07,2.0E7,1.79E7,-2100000.0,,,,
123360,1995-09-08,,,,,,,
123366,2012-09-03,,,,,,,
123377,2012-09-05,103000.0,3623330.0,3520330.0,,,,
123389,2010-08-01,200.0,,,,,,
123398,1987-03-11,,,,,,,
123431,2012-11-11,,,,,,,
123432,1952-01-06,,,,,,,
123452,1938-06-23,,,,,,,
123581,2013-09-30,,,,,,,
123592,1979-01-01,,,,,,,
123601,1985-01-01,,,,,,,
123628,1988-12-22,,,,,,,
123678,2012-08-31,1000000.0,444575.0,-555425.0,,,,
123707,1998-09-09,,,,,,,
123763,1990-08-09,,,,,,,
123770,1990-03-09,,,,,,,
123833,2001-01-22,,,,,,,
123867,1973-03-16,,,,,,,
123879,2005-07-10,650000.0,,,,,,
123897,1983-06-19,,,,,,,
123938,1991-04-26,,,,,,,
12395,1992-04-03,,,,,,,
123964,2012-08-03,1970000.0,,,,,,
124,1985-06-17,,,,3.0,1,,1996-11-17
12400,2008-04-07,7000000.0,,,,,,
124019,1971-01-01,,,,,,,
124026,1961-01-01,,,,,,,
12403,2009-06-08,1.4E7,2.2852638E7,8852638.0,,,,
12404,2009-11-25,,2336172.0,,,,,
124042,1996-11-04,,,,,,,
124057,1997-07-08,,,,,,,
124069,2012-10-15,,,,,,,
12407,2008-12-19,,,,,,,
124071,2012-09-07,,,,,,,
124073,2012-09-08,,,,,,,
124075,2012-08-10,,,,,,,
12408,2008-01-01,,,,,,,
124080,2012-09-11,,,,,,,
124111,2001-06-08,,,,,,,
124124,1989-07-14,,,,,,,
124134,2000-01-22,,,,,,,
124202,1981-04-24,,,,,,,
124227,1968-06-05,,,,,,,
124250,1964-06-26,,,,,,,
12429,2008-07-19,4.1677699E7,1.87479518E8,1.45801819E8,,,,
124298,1997-09-08,,,,,,,
12437,2009-01-22,3.5E7,9.1353501E7,5.6353501E7,,,,
124409,1995-02-28,,,,,,,
124414,1972-01-01,,,,,,,
124429,1958-08-02,,,,,,,
12443,2002-01-28,,,,,,,
12444,2010-10-17,,9.54305868E8,,,,,
124461,2012-11-15,,,,,,,
124472,1994-09-27,,,,,,,
124475,1994-11-09,,,,,,,
12448,2002-02-05,,,,,,,
124480,2010-11-12,,,,,,,
12449,2007-11-14,,,,,,,
124527,1954-01-29,,,,,,,
12454,2002-05-17,9000000.0,,,,,,
12456,2003-11-07,,,,,,,
124611,1965-10-09,,,,,,,
124613,1995-08-23,,,,,,,
124625,1995-09-12,,,,,,,
124626,1995-02-18,,,,,,,
124636,1995-08-01,,,,,,,
124676,1996-10-26,,,,,,,
12470,1974-11-02,,,,,,,
12472,1981-01-30,,,,,,,
124762,2012-08-04,,,,,,,
12479,1999-02-13,1.2E7,,,,,,
12480,2000-03-15,,,,,,,
124821,1996-01-01,,,,,,,
124829,1996-09-27,,,,,,,
124839,1996-10-02,,,,,,,
12484,2001-04-27,5000000.0,,,,,,
12487,2003-07-11,,,,,,,
12489,1997-01-29,,,,,,,
124902,1992-04-18,,,,,,,
124905,2014-05-14,1.6E8,5.29076069E8,3.69076069E8,,,,
12493,1963-03-01,,,,,,,
124963,1982-10-22,,,,,,,
12497,2003-10-24,,,,,,,
124972,2012-07-11,,,,,,,
12498,1996-08-30,1000000.0,2.4444121E7,2.3444121E7,,,,
124980,1988-02-08,,,,,,,
124998,2011-12-17,,,,,,,
1250,2007-02-16,1.1E8,2.28738393E8,1.18738393E8,4.138461538461539,65,0.7208268489407468,2016-06-27
12500,1985-08-30,1000000.0,1.0499694E7,9499694.0,,,,
12502,1983-12-14,,,,,,,
125025,1997-06-25,,,,,,,
12503,1983-10-21,,,,,,,
125034,2012-08-17,,,,,,,
12506,1987-11-05,,,,,,,
12508,2001-09-04,5.7E7,1.6991902E7,-4.0008098E7,,,,
125123,1998-06-24,,,,,,,
125141,1984-01-26,,,,,,,
12516,1990-05-11,,,,,,,
125161,2007-08-07,,,,,,,
12518,1992-08-28,2.5E7,,,,,,
1252,2006-04-30,,,,4.3355263157894735,76,0.7974465829330383,2016-08-17
125229,1959-11-22,,,,,,,
12523,2008-08-21,,,,,,,
125232,1947-09-27,,,,,,,
12527,1993-01-01,,,,,,,
12529,1969-12-20,,,,,,,
1253,2006-12-15,,8974829.0,,3.8,20,1.0563093645728083,2016-05-08
12530,1972-12-17,,,,,,,
125302,2009-06-02,,,,,,,
12531,1996-07-27,,,,,,,
125313,1998-10-04,,,,,,,
125317,1998-09-09,,,,,,,
125344,2010-04-21,,,,,,,
12535,1977-12-25,3400000.0,3.1063038E7,2.7663038E7,,,,
12536,2002-11-02,,,,,,,
12537,1981-08-28,,2689068.0,,,,,
125374,1971-03-12,,,,,,,
1254,2006-09-06,,,,4.3,30,0.7381243704193059,2012-08-20
12542,2003-12-30,1.4E7,,,,,,
12545,1973-08-15,,1.32E7,,,,,
125458,1986-05-04,,,,,,,
125472,2011-11-01,500000.0,,,,,,
12548,1953-08-26,,,,,,,
125490,2012-09-19,,,,,,,
125506,1999-01-22,,,,,,,
125509,2012-10-23,,,,,,,
125510,1997-08-02,,,,,,,
125513,2001-12-22,,,,,,,
125521,1996-08-03,,,,,,,
125531,1999-09-11,,,,,,,
125587,1996-10-18,,,,,,,
12559,1996-08-30,,,,,,,
12561,1995-12-09,,,,,,,
125619,2012-08-13,,,,,,,
125623,2012-04-02,,,,,,,
125666,1950-03-19,,,,,,,
12568,2008-07-25,2.0E7,1.3204291E7,-6795709.0,,,,
125695,2000-03-11,,,,,,,
1257,2007-02-02,,6.948549E7,,3.8125,24,1.0406154115630848,2013-02-19
125700,2001-02-11,,,,,,,
125705,2000-12-10,,,,,,,
125707,2000-09-08,,,,,,,
125717,2000-11-30,,,,,,,
125736,1932-04-16,,,,,,,
125769,1982-09-18,,,,,,,
12579,1981-09-30,,,,,,,
12582,1988-10-21,,,,,,,
12584,1976-08-11,,8091910.0,,,,,
125842,2001-10-13,,,,,,,
125874,2009-08-06,,,,,,,
12588,2008-01-16,,,,,,,
125889,1974-08-14,,,,,,,
125891,1936-11-16,,,,,,,
1259,2006-12-25,,4.9469904E7,,4.09375,112,0.7609005155699361,2016-08-17
125943,2002-08-26,,,,,,,
125958,1998-10-01,,,,,,,
1260,2006-08-25,,,,4.261904761904762,21,0.815767240379381,2015-12-06
12600,2001-07-06,,2.8023563E7,,,,,
126016,2008-10-18,717000.0,,,,,,
126031,1982-04-26,,,,,,,
12608,2003-12-24,,,,,,,
126083,1935-12-30,,,,,,,
126090,2003-08-15,,,,,,,
12610,2001-08-07,7.5E7,1.3596911E7,-6.1403089E7,,,,
126108,2003-05-15,,,,,,,
12611,1978-03-10,,2.4E7,,,,,
12612,2004-05-01,,,,,,,
12613,1994-08-06,,,,,,,
126132,1971-01-01,,,,,,,
126136,1934-10-02,,,,,,,
12614,1982-04-25,,2.8215453E7,,,,,
126140,,,,,,,,
126141,2004-12-05,,,,,,,
126152,1998-09-10,,,,,,,
12617,1960-10-13,,,,,,,
126186,2012-05-03,,,,,,,
12620,2008-08-22,2.5E7,7.044294E7,4.544294E7,,,,
126227,2006-01-06,,,,,,,
126234,2004-10-21,,,,,,,
126265,1949-06-24,,,,,,,
12627,1991-09-04,,,,,,,
12631,1961-08-25,,,,,,,
126313,1965-01-01,,,,,,,
126318,2012-05-24,,,,,,,
126321,2012-12-05,,,,,,,
126323,2012-12-01,1500000.0,,,,,,
126331,2012-11-28,,,,,,,
12635,1994-04-01,,,,,,,
12637,1977-06-21,,,,,,,
12638,1990-04-05,,,,,,,
126420,1982-02-04,,,,1.5,1,,2015-11-18
126423,1974-01-01,,,,,,,
126432,1967-11-18,,,,,,,
12647,1991-11-01,,,,,,,
12649,1959-07-17,,,,,,,
1265,2007-02-16,,1.37587063E8,,3.8393939393939394,165,0.8920172377269787,2016-10-16
126509,2012-07-13,2500000.0,3.34E7,3.09E7,,,,
12651,1990-09-07,2.3E7,,,,,,
12652,1996-04-12,,,,,,,
126523,1972-04-12,,,,,,,
12655,1997-10-03,,,,,,,
126550,1956-03-24,,,,,,,
12656,1996-09-13,,,,,,,
126560,1968-04-01,,,,,,,
12657,2004-05-28,1.6E7,1.4822346E7,-1177654.0,,,,
1266,2008-04-10,2.0E7,6.5569869E7,4.5569869E7,3.8859649122807016,57,0.9354980714058205,2016-06-27
12665,1995-10-27,,,,,,,
1267,2007-03-23,1.5E8,1.69332978E8,1.9332978E7,4.122448979591836,49,0.875182196774489,2016-04-16
126706,1975-02-10,,,,,,,
126729,2008-01-18,,,,,,,
126732,2008-05-20,,,,,,,
126748,1998-08-23,,,,,,,
126754,1989-09-27,,,,,,,
126757,2012-08-04,,,,,,,
126760,1972-09-21,,,,,,,
12677,2006-09-24,,,,,,,
126777,1938-09-28,,,,,,,
126783,1937-07-10,,,,,,,
126797,2012-10-04,,,,,,,
126820,1994-09-18,,,,,,,
12683,2008-09-01,4600000.0,,,,,,
126832,2006-06-06,,,,,,,
12684,1936-12-02,,,,,,,
126863,1969-01-01,,,,,,,
126883,2012-10-04,,,,,,,
1269,2007-03-10,,,,3.945945945945946,37,1.0393894026448078,2016-08-03
126919,1959-08-06,,,,,,,
126927,1970-12-01,,,,,,,
126929,2012-09-09,,,,,,,
126934,2002-07-04,,,,,,,
126947,1977-06-03,,,,,,,
12695,1983-05-06,,1.5543E7,,,,,
126958,1929-02-18,,,,,,,
12696,2003-07-01,,,,,,,
126963,2013-03-30,,5.0353002E7,,,,,
126969,1996-09-06,,,,,,,
12697,2004-09-19,,,,,,,
12698,2003-12-09,,,,,,,
12699,2005-09-06,5000000.0,,,,,,
12701,1985-12-25,2.8E7,358574.0,-2.7641426E7,,,,
127016,2002-02-12,,,,,,,
127017,1913-01-01,,,,,,,
127021,1998-07-02,,,,,,,
12704,1987-05-15,,1.4375181E7,,,,,
127083,1968-01-01,,,,,,,
127092,1976-09-14,,,,,,,
127094,1903-10-16,,,,,,,
1271,2006-12-09,6.5E7,4.22610419E8,3.57610419E8,3.7,40,1.054903082193105,2016-05-08
12710,1988-06-10,,,,,,,
127105,1909-06-10,,,,,,,
12713,2006-02-16,,,,,,,
127142,1966-01-01,,,,,,,
127146,1934-06-23,,,,,,,
12715,1986-11-21,,1.1949484E7,,,,,
12716,1990-08-29,,,,,,,
1272,2007-04-05,5.0E7,3.2017803E7,-1.7982197E7,4.1,40,0.8563488385776753,2012-11-24
12721,1986-05-02,,4662137.0,,,,,
12722,2001-01-01,,,,,,,
127224,1894-09-23,,,,,,,
12723,1997-04-04,,5926128.0,,,,,
127257,2002-03-21,,,,,,,
127320,1964-02-05,,,,,,,
127323,1964-09-17,,,,,,,
127329,2012-08-15,,,,,,,
127370,2012-09-15,,1697294.0,,,,,
127374,2012-09-07,,,,,,,
127380,2016-06-16,,1.028570889E9,,,,,
127424,1975-06-05,,,,,,,
127451,2012-04-19,,,,,,,
127497,2012-09-21,,,,,,,
127509,2012-11-22,,,,,,,
127517,2012-09-11,1.0E7,3428048.0,-6571952.0,,,,
127521,2012-09-11,1.0E7,,,,,,
127540,2012-09-28,,,,,,,
12758,1968-04-10,,,,,,,
127594,2012-02-16,,,,,,,
127602,1951-03-06,,,,,,,
127608,1983-06-25,,,,,,,
12761,1978-10-08,,,,,,,
127614,2012-03-09,,,,,,,
12762,1984-01-27,8000000.0,1.0600497E7,2600497.0,,,,
12763,2006-03-17,3.0E7,3.4742066E7,4742066.0,,,,
127651,2012-08-21,,,,,,,
12766,1954-12-25,,,,,,,
127668,1964-01-01,,,,,,,
1277,1999-10-21,,585604.0,,4.0,11,0.3872983346207417,2006-05-27
12772,1992-12-18,,,,,,,
12775,1985-08-30,6500000.0,,,,,,
127756,1999-01-01,,,,,,,
127760,1980-12-01,,,,,,,
127762,1895-12-28,,,,,,,
12778,1994-03-04,,1.3145977E7,,,,,
1278,2003-09-01,1.5E7,1.5121165E7,121165.0,4.087837837837838,74,0.8249454448882279,2016-09-07
127808,1960-09-15,,,,,,,
127812,1938-02-25,,,,,,,
127817,1955-01-01,,,,,,,
127818,2011-02-22,,,,,,,
127847,2012-08-10,,,,,,,
127853,2012-09-14,,,,,,,
127866,2012-09-27,,,,,,,
12787,1988-08-24,,,,,,,
127872,2012-11-09,6075000.0,,,,,,
127878,2012-09-09,,,,,,,
127880,2011-09-20,,,,,,,
127901,2012-10-05,,,,,,,
127905,2013-05-13,,,,,,,
127913,2012-09-07,3000000.0,,,,,,
12795,2006-04-28,500000.0,745327.0,245327.0,,,,
127962,2012-08-09,,,,,,,
12797,2008-09-19,,,,,,,
127973,1934-02-09,,,,,,,
1280,2004-10-15,,,,4.157894736842105,19,0.7463360796984488,2013-12-24
128006,1929-10-07,,,,,,,
12802,2003-03-20,,,,,,,
128044,1978-01-01,,,,,,,
128062,2009-03-28,,,,,,,
128073,2012-09-09,,,,,,,
12808,2006-09-28,,,,,,,
128081,2013-05-10,,,,,,,
128104,2012-09-08,,,,,,,
12811,2008-08-31,,,,,,,
128110,2012-06-08,,,,,,,
128111,2012-09-11,,,,,,,
128113,2012-09-16,,,,,,,
128124,2012-09-09,,,,,,,
128136,2012-09-11,,45250.0,,,,,
128142,2012-10-03,,,,,,,
128149,2012-09-09,,,,,,,
128151,2012-07-02,,,,,,,
128158,2012-09-08,,148671.0,,,,,
12816,2003-08-08,,,,,,,
128174,1971-05-14,,,,,,,
12819,2010-09-17,,3.93E7,,,,,
1282,2001-01-18,,,,3.7578125,64,0.9839674609892921,2016-05-08
128206,2013-10-18,,,,,,,
128207,2012-09-06,,,,,,,
128216,2012-10-12,,,,,,,
12823,2007-09-12,,,,,,,
128230,2012-11-21,,,,,,,
128241,2012-09-09,,,,,,,
12826,1979-01-01,,,,,,,
128264,2009-11-30,,,,,,,
128266,1998-04-12,,,,,,,
128284,1929-12-14,,,,,,,
1283,1998-03-13,,,,4.119047619047619,21,0.6690433824641325,2016-08-03
12831,2001-05-15,,,,,,,
128311,2012-07-19,,,,,,,
12832,2008-09-10,,,,,,,
12834,2009-09-13,9000000.0,985117.0,-8014883.0,,,,
128364,1974-04-10,,,,,,,
128368,1931-09-21,,,,,,,
12837,2008-09-17,1.1E7,3.8105395E7,2.7105395E7,,,,
12838,2006-07-21,,,,,,,
128395,1971-07-20,,,,,,,
128396,1995-08-19,,,,,,,
12840,2006-09-08,,,,,,,
128437,1964-09-01,,,,,,,
128557,1979-09-27,,,,,,,
128563,1978-01-01,,,,,,,
128564,2012-01-01,1000000.0,,,,,,
128588,1978-03-03,,,,,,,
128606,1955-09-01,,,,4.5,1,,2016-07-15
128614,1965-08-01,,,,,,,
128625,2001-08-10,,,,,,,
128634,1992-12-23,,,,,,,
128637,1988-01-01,,,,,,,
128671,1912-12-05,,,,,,,
128722,1936-04-30,,,,,,,
128728,2008-01-17,,,,,,,
128797,1966-02-24,,,,,,,
128831,1957-05-16,,,,,,,
128841,2012-08-21,3000000.0,,,,,,
128846,1965-07-04,,,,5.0,1,,2016-08-02
128847,2010-10-09,,,,,,,
128848,1969-12-31,,,,,,,
128857,1994-01-01,,,,,,,
128876,2012-09-19,,,,,,,
12888,1998-11-04,,,,,,,
128891,1976-01-01,,,,,,,
128892,1962-12-07,,,,,,,
128899,1926-09-30,,,,,,,
128900,1987-09-04,,,,,,,
128917,1991-01-24,,,,,,,
128939,1957-11-20,,,,,,,
128979,1999-01-01,,,,,,,
129006,1997-12-07,,,,,,,
12903,2008-01-01,,,,,,,
129062,1964-08-21,,,,,,,
129067,1974-10-01,,,,,,,
129119,2012-09-21,,,,,,,
129129,2004-01-16,,,,,,,
129175,2011-01-01,,,,,,,
12919,1987-08-14,1800000.0,3.1623833E7,2.9823833E7,,,,
12924,2004-11-20,,,,,,,
129251,1990-03-04,,,,,,,
129269,2010-04-24,,,,,,,
129277,2008-01-01,,,,,,,
129311,1997-07-01,500000.0,,,,,,
129332,1987-06-19,,,,,,,
129363,1982-01-01,,,,,,,
129383,1981-09-12,,,,,,,
1294,2006-06-23,1400000.0,,,,,,
129405,1994-04-18,,,,,,,
129417,1938-09-27,,,,,,,
129427,2009-04-29,,,,,,,
129507,2012-08-31,,,,,,,
129517,2012-08-03,,,,,,,
129535,1941-03-07,,,,,,,
129553,1960-08-11,,,,,,,
129564,1973-10-03,,,,,,,
129579,1970-08-14,,,,,,,
129609,2011-08-27,,,,,,,
129682,1987-12-02,,,,,,,
129806,1955-06-06,,,,,,,
129850,2012-08-14,1.2E7,117629.0,-1.1882371E7,,,,
129854,2009-03-13,,,,,,,
129865,1896-03-06,,,,,,,
12994,2007-01-21,,,,,,,
13001,2008-03-11,7000000.0,8900000.0,1900000.0,,,,
13004,2008-01-01,,,,,,,
13006,1992-05-01,7.0,5.0,-2.0,,,,
130064,1922-08-22,,,,,,,
13007,2008-10-01,,,,,,,
13008,2007-07-27,,,,,,,
130090,1949-07-16,,,,,,,
130098,1936-05-02,,,,,,,
130100,1956-12-01,,,,,,,
13012,2008-07-17,2900000.0,,,,,,
13017,2008-09-12,,,,,,,
13018,2008-04-24,2.5E7,1.7741298E7,-7258702.0,,,,
13021,2007-01-01,,,,,,,
13022,2007-11-08,,,,,,,
130241,1946-02-21,,,,,,,
130243,1938-06-03,,,,,,,
13025,2007-09-08,2000000.0,5364858.0,3364858.0,,,,
13027,2008-09-25,8.0E7,1.78066569E8,9.8066569E7,,,,
130272,1995-04-06,,,,,,,
130275,1921-11-01,,,,,,,
130398,1939-04-07,,,,,,,
130402,1984-07-01,,,,,,,
13041,1970-12-18,400000.0,,,,,,
13042,2008-06-18,,,,,,,
130424,1953-03-26,,,,,,,
130436,2008-11-04,,,,,,,
130445,2012-01-01,,,,,,,
130452,1938-06-11,,,,3.0,2,1.4142135623730951,2016-03-21
130457,1969-12-22,,,,,,,
130474,1965-02-25,,,,,,,
130492,2001-02-05,,,,,,,
130507,1941-01-04,,,,,,,
13051,2008-10-15,,8.5416905E7,,,,,
130515,2013-05-10,,,,,,,
130544,1980-02-01,,,,,,,
13059,2007-02-22,50000.0,249905.0,199905.0,,,,
13060,2006-12-28,,,,,,,
130612,2012-09-05,,,,,,,
130623,2006-01-01,,,,,,,
130624,1935-09-10,,,,,,,
13063,1993-10-01,,,,,,,
13065,2008-09-16,,,,,,,
13070,2006-03-09,,,,,,,
13073,2004-09-03,,,,,,,
13075,2006-09-08,,622806.0,,,,,
13076,2007-01-01,,,,,,,
13078,2007-09-11,,44852.0,,,,,
13079,2007-09-08,8000000.0,,,,,,
130804,2012-05-23,,,,,,,
130881,1934-06-17,,,,,,,
130882,1935-08-05,,,,,,,
13090,2008-01-18,5000000.0,1.6174377E7,1.1174377E7,,,,
130917,1980-12-14,,,,,,,
13092,2008-10-02,2.7E7,1.7286299E7,-9713701.0,,,,
13094,2008-10-14,,,,,,,
130948,1973-11-15,,,,,,,
130973,2011-03-17,,,,,,,
13098,2002-10-25,,3090862.0,,,,,
131045,1961-12-25,,,,,,,
13105,1983-07-22,,6.4783827E7,,,,,
13107,2008-08-15,,1829917.0,,,,,
131098,1976-03-27,,,,,,,
13120,2007-04-27,25000.0,,,,,,
13122,1991-11-01,6000000.0,,,,,,
13123,2008-06-06,364000.0,,,,,,
13127,2005-11-18,,,,,,,
131334,1988-05-10,,,,,,,
13140,2006-08-17,,7778177.0,,,,,
13141,2006-07-28,,,,,,,
131433,2006-11-24,,,,,,,
131457,1937-02-20,,,,,,,
131476,1983-10-19,,,,,,,
131478,1979-11-25,,,,,,,
13151,1998-09-22,,,,,,,
13153,1992-07-24,1.0E7,1.4356479E7,4356479.0,,,,
13155,1985-06-21,2.5E7,1.1137801E7,-1.3862199E7,,,,
13158,2007-04-13,,,,,,,
13159,2007-05-11,2.0E7,,,,,,
13160,2008-02-01,1.0E7,,,,,,
13161,2007-06-06,,,,,,,
13162,2006-07-28,,834457.0,,,,,
131671,1995-08-14,,,,,,,
131673,2012-05-31,,,,,,,
131689,2013-03-20,800000.0,,,,,,
13170,2007-03-23,,,,,,,
13171,2006-12-01,,3091922.0,,,,,
131739,2011-12-23,,,,,,,
131764,1944-09-20,,,,,,,
13177,2007-09-07,8000000.0,908847.0,-7091153.0,,,,
131792,2007-09-07,,,,,,,
131799,1969-03-19,,,,,,,
13180,2008-10-02,,,,,,,
131805,2004-01-02,,,,,,,
13184,2008-08-21,,4.248739E7,,,,,
13187,1965-12-09,,,,,,,
131898,1959-06-26,,,,,,,
13190,2008-10-27,,,,,,,
131907,2002-01-01,,,,,,,
131916,2012-09-09,,,,,,,
13192,1988-10-29,2.2E7,,,,,,
131940,2000-06-09,,1.5E7,,,,,
13195,2007-09-01,,6819587.0,,,,,
131957,1995-03-03,,,,,,,
132,1970-12-06,,,,2.875,8,0.9910312089651148,2003-04-30
13200,2008-10-07,2500000.0,,,,,,
132038,1940-01-01,,,,,,,
13204,2007-03-10,,,,,,,
132122,1949-10-29,,,,,,,
132128,2009-01-01,,,,,,,
132148,1976-03-13,,,,,,,
132166,1970-12-15,,,,,,,
132185,2007-04-09,,,,,,,
13222,2005-01-23,,,,,,,
13223,2008-12-09,3.3E7,2.69958228E8,2.36958228E8,,,,
132298,1997-07-10,3000000.0,,,,,,
132316,2012-11-13,,,,,,,
132332,1949-03-09,,,,,,,
132342,2013-09-09,,,,,,,
132344,2013-04-05,3000000.0,1.1176469E7,8176469.0,,,,
132363,2013-08-16,2.5E7,1.15922175E8,9.0922175E7,,,,
132422,2001-06-17,,,,,,,
132426,2007-11-12,,,,,,,
13246,1987-12-21,,,,,,,
13247,1987-12-16,,,,,,,
132506,1937-05-28,,,,,,,
13251,2007-02-13,1.0E7,,,,,,
13252,2007-09-11,2.5E7,,,,,,
132542,1987-02-17,,,,,,,
13255,2008-02-15,,,,,,,
132551,2012-03-01,,,,,,,
132561,2012-02-29,,,,,,,
13258,2007-01-22,,6870249.0,,,,,
13260,2008-02-28,,3.347285E7,,,,,
13275,2006-01-27,2.6E7,1.7496992E7,-8503008.0,,,,
